toi,toipfx,st_tmag,st_dist,st_disterr1,st_disterr2,st_pmdecerr2,st_pmdecerr1,tfopwg_disp
2603.01,2603,13.8995,,,,,,PC
2604.01,2604,12.487,1080.15,40.745,-40.745,-0.067,0.067,KP
2605.01,2605,10.4767,36.2852,0.0622,-0.0622,-0.074,0.074,APC
2606.01,2606,11.7785,442.105,4.0735,-4.0735,-0.041,0.041,PC
2607.01,2607,9.1251,176.841,1.0795,-1.0795,-0.062,0.062,FA
2608.01,2608,13.2247,884.523,11.3415,-11.3415,-0.032,0.032,PC
2609.01,2609,11.4514,347.307,7.316,-7.316,-0.072,0.072,APC
261.01,261,9.03971,114.495,0.5545,-0.5545,-0.061,0.061,CP
261.02,261,9.03971,114.495,0.5545,-0.5545,-0.061,0.061,CP
2610.01,2610,15.8953,296.761,11.16,-11.16,-0.245,0.245,FP
2611.01,2611,13.5294,541.431,5.729,-5.729,-0.026,0.026,FA
2612.01,2612,13.2303,636.656,,,-3.114,3.114,PC
2613.01,2613,13.1488,683.482,6.924,-6.924,-0.023,0.023,PC
2614.01,2614,11.457,315.469,,,-1.022,1.022,PC
2615.01,2615,13.2052,639.15,6.56,-6.56,-0.024,0.024,PC
2616.01,2616,13.426,401.511,2.6155,-2.6155,-0.026,0.026,PC
2617.01,2617,13.1982,467.32,3.3975,-3.3975,-0.04,0.04,PC
2618.01,2618,12.0635,766.74,11.7565,-11.7565,-0.041,0.041,PC
2619.01,2619,13.2834,377.66,1.9655,-1.9655,-0.026,0.026,PC
262.01,262,8.1345,43.932,0.1171,-0.1171,-0.133,0.133,CP
2620.01,2620,12.9873,662.246,5.6335,-5.6335,-0.023,0.023,PC
2621.01,2621,13.4394,867.586,12.9675,-12.9675,-0.048,0.048,PC
2622.01,2622,13.5093,782.496,10.4705,-10.4705,-0.035,0.035,PC
2623.01,2623,12.4978,995.741,30.672,-30.672,-0.044,0.044,FP
2624.01,2624,13.4354,390.263,2.158,-2.158,-0.026,0.026,PC
2625.01,2625,13.2317,843.028,,,-3.1,3.1,PC
2626.01,2626,12.6082,192.435,0.489,-0.489,-0.024,0.024,PC
2627.01,2627,13.4702,598.582,8.2985,-8.2985,-0.026,0.026,PC
2628.01,2628,13.3024,765.238,8.315,-8.315,-0.028,0.028,PC
2629.01,2629,13.1508,859.725,9.703,-9.703,-0.023,0.023,PC
263.01,263,15.6198,277.404,7.881,-7.881,-0.179,0.179,CP
2630.01,2630,11.786,517.402,,,,,PC
2631.01,2631,12.4487,454.87,6.41,-6.41,-0.042,0.042,PC
2632.01,2632,12.4537,540.632,9.611,-9.611,-0.052,0.052,FP
2633.01,2633,11.6886,746.036,26.107,-26.107,-0.058,0.058,PC
2634.01,2634,10.9648,155.755,,,-1.9,1.9,PC
2635.01,2635,11.2581,792.01,16.254,-16.254,-0.039,0.039,PC
2636.01,2636,10.9786,502.342,,,-2.0,2.0,PC
2637.01,2637,15.8445,874.657,23.063,-23.063,-0.062,0.062,APC
2638.01,2638,11.1671,647.694,25.091,-25.091,-0.094,0.094,PC
2639.01,2639,14.3693,858.145,30.827,-30.827,-0.053,0.053,PC
264.01,264,10.4614,434.754,8.379,-8.379,-0.088,0.088,KP
2640.01,2640,15.709,131.444,1.554,-1.554,-0.147,0.147,PC
2641.01,2641,11.1897,344.045,3.3105,-3.3105,-0.032,0.032,CP
2642.01,2642,12.3077,539.36,11.693,-11.693,-0.057,0.057,KP
2643.01,2643,11.0295,609.818,17.452,-17.452,-0.081,0.081,KP
2644.01,2644,10.9206,235.146,,,-2.0,2.0,APC
2645.01,2645,12.3956,360.674,2.815,-2.815,-0.052,0.052,PC
2646.01,2646,13.1875,389.119,2.7815,-2.7815,-0.041,0.041,APC
2647.01,2647,13.5231,792.816,26.2835,-26.2835,-0.064,0.064,PC
2648.01,2648,13.3316,815.182,10.101,-10.101,-0.022,0.022,PC
2649.01,2649,12.4752,626.504,9.0525,-9.0525,-0.031,0.031,PC
265.01,265,11.7276,212.472,1.104,-1.104,-0.055,0.055,KP
2650.01,2650,13.4404,870.557,10.0595,-10.0595,-0.028,0.028,PC
2651.01,2651,13.3994,396.637,2.353,-2.353,-0.031,0.031,FP
2652.01,2652,13.3074,860.552,,,-3.29,3.29,PC
2653.01,2653,12.208,488.621,,,-1.148,1.148,APC
2654.01,2654,13.0725,248.964,1.0895,-1.0895,-0.034,0.034,PC
2655.01,2655,13.2854,617.763,6.9345,-6.9345,-0.03,0.03,PC
2656.01,2656,13.5011,488.29,3.5285,-3.5285,-0.022,0.022,PC
2657.01,2657,13.4765,674.476,6.781,-6.781,-0.03,0.03,PC
2658.01,2658,13.4228,666.807,6.7165,-6.7165,-0.028,0.028,PC
2659.01,2659,12.7331,328.18,1.652,-1.652,-0.025,0.025,PC
266.01,266,9.45661,101.694,0.419,-0.419,-0.053,0.053,CP
266.02,266,9.45661,101.694,0.419,-0.419,-0.053,0.053,CP
2660.01,2660,12.1651,630.124,9.0935,-9.0935,-0.046,0.046,PC
2661.01,2661,13.0533,635.045,5.278,-5.278,-0.03,0.03,PC
2662.01,2662,13.4675,640.511,13.156,-13.156,-0.025,0.025,PC
2663.01,2663,12.7147,730.972,16.5485,-16.5485,-0.034,0.034,APC
2664.01,2664,10.1483,156.291,1.3345,-1.3345,-0.075,0.075,FP
2665.01,2665,10.3716,222.0,1.4855,-1.4855,-0.041,0.041,PC
2666.01,2666,6.9887,32.6024,0.09845,-0.09845,-0.091,0.091,APC
2667.01,2667,9.6732,454.873,38.5215,-38.5215,-0.309,0.309,FP
2668.01,2668,10.1782,314.451,2.9355,-2.9355,-0.047,0.047,PC
2669.01,2669,9.9917,393.443,6.3565,-6.3565,-0.06,0.06,CP
267.01,267,8.93,158.66,0.8045,-0.8045,-0.05,0.05,KP
2670.01,2670,9.5986,171.703,,,-2.0,2.0,PC
2671.01,2671,10.3364,233.793,1.5895,-1.5895,-0.041,0.041,FP
2672.01,2672,10.6734,625.01,20.493,-20.493,-0.079,0.079,APC
2673.01,2673,8.8448,98.3018,0.51595,-0.51595,-0.088,0.088,PC
2674.01,2674,10.185,370.146,6.0165,-6.0165,-0.047,0.047,APC
2675.01,2675,11.7919,523.999,7.575,-7.575,-0.047,0.047,FP
2676.01,2676,12.7082,840.941,18.9845,-18.9845,-0.045,0.045,PC
2677.01,2677,10.8489,230.6234,,,-2.433,2.433,PC
2678.01,2678,13.4391,602.385,5.9795,-5.9795,-0.039,0.039,PC
2679.01,2679,12.4453,403.17,2.9105,-2.9105,-0.034,0.034,PC
268.01,268,10.0733,320.497,2.111,-2.111,-0.043,0.043,PC
2680.01,2680,12.653,344.16,1.728,-1.728,-0.028,0.028,FP
2681.01,2681,12.1692,547.103,8.179,-8.179,-0.045,0.045,PC
2682.01,2682,12.6795,414.029,2.238,-2.238,-0.029,0.029,PC
2683.01,2683,12.4435,573.731,,,-2.436,2.436,PC
2684.01,2684,13.2964,330.145,1.8725,-1.8725,-0.039,0.039,PC
2685.01,2685,13.322,645.065,5.2705,-5.2705,-0.025,0.025,PC
2686.01,2686,12.9852,861.62,12.539,-12.539,-0.035,0.035,PC
2687.01,2687,12.4052,634.2,18.3645,-18.3645,-0.059,0.059,PC
2688.01,2688,11.3437,350.687,7.136,-7.136,-0.085,0.085,PC
2689.01,2689,12.6443,315.805,1.998,-1.998,-0.031,0.031,PC
269.01,269,12.2958,57.0225,0.07565,-0.07565,-0.043,0.043,CP
2690.01,2690,10.732,,,,,,PC
2691.01,2691,12.5728,374.763,,,-2.156,2.156,PC
2692.01,2692,13.3717,472.632,6.7335,-6.7335,-0.045,0.045,PC
2693.01,2693,13.3201,537.182,12.4615,-12.4615,-0.05,0.05,PC
2694.01,2694,12.575,451.486,,,,,APC
2695.01,2695,13.0494,,,,-3.188,3.188,APC
2696.01,2696,12.4762,537.943,7.5445,-7.5445,-0.037,0.037,PC
2697.01,2697,13.1506,911.81,16.2935,-16.2935,-0.025,0.025,PC
2698.01,2698,13.3713,440.358,,,-2.209,2.209,PC
2699.01,2699,13.0583,511.659,4.151,-4.151,-0.029,0.029,PC
270.01,270,10.4981,22.4793,0.01355,-0.01355,-0.051,0.051,CP
270.02,270,10.4981,22.4793,0.01355,-0.01355,-0.051,0.051,CP
270.03,270,10.4981,22.4793,0.01355,-0.01355,-0.051,0.051,CP
2700.01,2700,12.0698,404.662,5.5845,-5.5845,-0.049,0.049,PC
2701.01,2701,12.5257,600.01,6.387,-6.387,-0.033,0.033,PC
2702.01,2702,13.0115,1115.16,23.98,-23.98,-0.028,0.028,PC
2703.01,2703,13.3652,558.907,8.5655,-8.5655,-0.038,0.038,PC
2704.01,2704,12.7063,718.493,11.6905,-11.6905,-0.036,0.036,PC
2705.01,2705,12.6139,759.341,12.339,-12.339,-0.034,0.034,PC
2706.01,2706,13.4046,780.028,17.04,-17.04,-0.033,0.033,PC
2707.01,2707,12.1569,651.897,15.0705,-15.0705,-0.044,0.044,KP
2708.01,2708,12.5398,825.004,18.9655,-18.9655,-0.033,0.033,FP
2709.01,2709,13.0639,892.418,17.1245,-17.1245,-0.025,0.025,PC
271.01,271,8.4332,100.245,0.62765,-0.62765,-0.142,0.142,APC
2710.01,2710,13.3942,278.402,1.314,-1.314,-0.026,0.026,PC
2711.01,2711,13.0719,470.297,6.9245,-6.9245,-0.028,0.028,PC
2712.01,2712,13.0933,598.388,,,-2.231,2.231,PC
2713.01,2713,12.483,246.568,1.258,-1.258,-0.021,0.021,FP
2714.01,2714,12.7979,597.873,7.786,-7.786,-0.024,0.024,CP
2715.01,2715,13.0115,981.407,26.967,-26.967,-0.031,0.031,PC
2716.01,2716,12.3425,447.236,7.563,-7.563,-0.049,0.049,PC
2717.01,2717,12.8212,1017.77,23.3595,-23.3595,-0.026,0.026,FP
2718.01,2718,13.5252,373.363,4.5935,-4.5935,-0.036,0.036,PC
2719.01,2719,12.0676,588.368,12.467,-12.467,-0.054,0.054,CP
272.01,272,11.7617,201.338,1.371,-1.371,-0.058,0.058,KP
2720.01,2720,12.4742,850.437,18.21,-18.21,-0.046,0.046,PC
2721.01,2721,12.8482,497.376,,,-3.278,3.278,PC
2722.01,2722,11.1522,349.979,10.179,-10.179,-0.162,0.162,PC
2723.01,2723,13.3164,1001.29,15.4555,-15.4555,-0.03,0.03,PC
2724.01,2724,13.1901,396.678,2.6675,-2.6675,-0.029,0.029,PC
2725.01,2725,12.058,341.371,2.5855,-2.5855,-0.042,0.042,APC
2726.01,2726,13.4034,1065.58,17.65,-17.65,-0.03,0.03,PC
2727.01,2727,13.0537,1248.07,25.485,-25.485,-0.026,0.026,PC
2728.01,2728,12.7993,635.053,15.222,-15.222,-0.046,0.046,PC
2729.01,2729,12.263,245.949,3.667,-3.667,-0.081,0.081,PC
273.01,273,11.481,106.16,0.2315,-0.2315,-0.043,0.043,FP
2730.01,2730,13.4848,964.327,31.8585,-31.8585,-0.047,0.047,PC
2731.01,2731,9.92029,107.926,0.834,-0.834,-0.093,0.093,PC
2732.01,2732,12.0195,675.112,21.404,-21.404,-0.071,0.071,FP
2733.01,2733,13.2843,1080.65,27.205,-27.205,-0.042,0.042,PC
2734.01,2734,12.6746,590.401,4.731,-4.731,-0.03,0.03,PC
2735.01,2735,12.95,262.97,1.001,-1.001,-0.027,0.027,PC
2736.01,2736,10.9521,493.21,18.3525,-18.3525,-0.099,0.099,FP
2737.01,2737,12.5745,1368.69,43.3,-43.3,-0.04,0.04,PC
2738.01,2738,13.5607,,,,-2.123,2.123,PC
2739.01,2739,11.9013,188.151,0.9605,-0.9605,-0.046,0.046,PC
274.01,274,10.4929,113.378,0.261,-0.261,-0.04,0.04,FP
2740.01,2740,13.2633,314.782,5.193,-5.193,-0.088,0.088,APC
2741.01,2741,11.7299,518.63,14.7545,-14.7545,-0.072,0.072,PC
2742.01,2742,13.5917,,,,,,PC
2743.01,2743,13.3574,2363.78,156.53,-156.53,-0.04,0.04,FP
2744.01,2744,11.4746,,,,,,FP
2745.01,2745,11.9685,744.184,,,-2.0,2.0,APC
2746.01,2746,11.9063,1006.85,46.2075,-46.2075,-0.065,0.065,PC
2747.01,2747,12.8494,995.15,24.603,-24.603,-0.043,0.043,APC
2748.01,2748,12.8401,539.161,8.008,-8.008,-0.045,0.045,PC
2749.01,2749,11.3789,847.999,29.7225,-29.7225,-0.062,0.062,PC
275.01,275,11.0611,144.866,1.3165,-1.3165,-0.135,0.135,APC
2750.01,2750,11.8145,,,,-0.836,0.836,PC
2751.01,2751,13.4603,451.187,7.663,-7.663,-0.048,0.048,PC
2752.01,2752,13.1606,703.37,6.473,-6.473,-0.025,0.025,PC
2753.01,2753,13.4585,890.799,25.2,-25.2,-0.046,0.046,PC
2754.01,2754,12.2082,361.811,3.6835,-3.6835,-0.046,0.046,FP
2755.01,2755,13.2899,703.295,7.9495,-7.9495,-0.028,0.028,PC
2756.01,2756,12.2592,768.897,34.232,-34.232,-0.076,0.076,APC
2757.01,2757,12.6603,792.979,13.542,-13.542,-0.035,0.035,PC
2758.01,2758,13.1915,314.062,2.77,-2.77,-0.033,0.033,PC
2759.01,2759,13.205,1269.03,23.345,-23.345,-0.029,0.029,FP
276.01,276,10.6559,352.383,2.361,-2.361,-0.042,0.042,FP
2760.01,2760,12.8004,684.386,6.139,-6.139,-0.026,0.026,FP
2761.01,2761,13.2221,848.053,15.6265,-15.6265,-0.037,0.037,PC
2762.01,2762,12.4325,522.789,9.003,-9.003,-0.045,0.045,APC
2763.01,2763,11.996,580.471,,,-1.15,1.15,PC
2764.01,2764,12.6918,901.072,13.6075,-13.6075,-0.03,0.03,PC
2765.01,2765,12.1304,710.345,11.5635,-11.5635,-0.042,0.042,PC
2766.01,2766,11.7351,453.429,,,-3.1,3.1,APC
2767.01,2767,11.1649,877.955,22.734,-22.734,-0.059,0.059,PC
2768.01,2768,11.3676,78.4525,0.1883,-0.1883,-0.058,0.058,CP
2769.01,2769,13.4832,,,,-2.143,2.143,PC
277.01,277,11.7315,64.6692,0.13825,-0.13825,-0.049,0.049,CP
2770.01,2770,13.2389,731.074,16.321,-16.321,-0.053,0.053,PC
2771.01,2771,12.4432,985.074,35.651,-35.651,-0.06,0.06,FP
2772.01,2772,12.8662,1301.57,,,-2.168,2.168,PC
2773.01,2773,12.993,1695.32,53.005,-53.005,-0.039,0.039,APC
2774.01,2774,12.627,547.79,31.091,-31.091,-0.17,0.17,PC
2775.01,2775,12.9127,334.97,3.4945,-3.4945,-0.041,0.041,FP
2776.01,2776,13.3684,1444.65,42.655,-42.655,-0.038,0.038,PC
2777.01,2777,13.3742,,,,-2.145,2.145,PC
2778.01,2778,12.3409,386.737,5.775,-5.775,-0.089,0.089,PC
2779.01,2779,12.4889,736.602,19.6135,-19.6135,-0.052,0.052,FP
278.01,278,13.1672,44.397,0.2863,-0.2863,-0.182,0.182,PC
2780.01,2780,12.8475,1353.97,186.33,-186.33,-0.215,0.215,PC
2781.01,2781,12.9395,,,,-2.294,2.294,PC
2782.01,2782,13.3612,851.138,,,-2.261,2.261,PC
2783.01,2783,12.373,517.422,,,,,PC
2784.01,2784,12.428,392.4,5.2225,-5.2225,-0.049,0.049,FP
2785.01,2785,13.099,,,,-3.296,3.296,PC
2786.01,2786,13.3318,716.889,14.1675,-14.1675,-0.043,0.043,PC
2787.01,2787,13.425,1272.53,23.895,-23.895,-0.031,0.031,PC
2788.01,2788,13.4177,587.395,6.618,-6.618,-0.031,0.031,PC
2789.01,2789,13.0632,766.071,14.8115,-14.8115,-0.037,0.037,FP
279.01,279,10.5012,74.3761,0.20465,-0.20465,-0.058,0.058,PC
2790.01,2790,12.273,832.581,30.865,-30.865,-0.071,0.071,PC
2791.01,2791,12.7587,1148.8,16.46,-16.46,-0.022,0.022,PC
2792.01,2792,12.3337,777.673,12.314,-12.314,-0.039,0.039,PC
2793.01,2793,13.2886,618.274,5.766,-5.766,-0.032,0.032,PC
2794.01,2794,13.0577,809.18,17.044,-17.044,-0.042,0.042,PC
2795.01,2795,13.4809,517.465,11.033,-11.033,-0.073,0.073,PC
2796.01,2796,11.916,350.343,5.9195,-5.9195,-0.085,0.085,CP
2797.01,2797,13.194,642.911,13.758,-13.758,-0.045,0.045,PC
2798.01,2798,12.8054,836.501,9.5855,-9.5855,-0.026,0.026,PC
2799.01,2799,13.1811,651.979,6.1745,-6.1745,-0.026,0.026,PC
280.01,280,9.9955,99.66,0.29915,-0.29915,-0.038,0.038,PC
2800.01,2800,12.18,386.71,,,-0.98,0.98,PC
2801.01,2801,13.4242,,,,-2.234,2.234,PC
2802.01,2802,11.526,441.989,25.881,-25.881,-0.192,0.192,PC
2803.01,2803,12.0753,494.818,6.562,-6.562,-0.041,0.041,CP
2804.01,2804,8.9118,129.525,0.459,-0.459,-0.051,0.051,PC
2805.01,2805,10.1015,571.204,12.3015,-12.3015,-0.055,0.055,FP
2806.01,2806,10.0524,240.359,2.136,-2.136,-0.059,0.059,PC
2807.01,2807,9.6854,130.409,0.527,-0.527,-0.051,0.051,PC
2808.01,2808,9.9139,64.4886,0.2059,-0.2059,-0.074,0.074,PC
2809.01,2809,10.9095,308.013,,,-2.5,2.5,PC
281.01,281,10.5041,283.856,1.9105,-1.9105,-0.046,0.046,PC
2810.01,2810,9.0397,99.5473,0.33065,-0.33065,-0.049,0.049,PC
2811.01,2811,10.7217,940.002,26.4515,-26.4515,-0.043,0.043,FP
2812.01,2812,9.6913,241.582,1.9025,-1.9025,-0.046,0.046,FP
2813.01,2813,12.4783,854.236,25.59,-25.59,-0.054,0.054,PC
2814.01,2814,11.1664,427.312,4.3235,-4.3235,-0.043,0.043,PC
2815.01,2815,13.2181,1028.76,112.233,-112.233,-0.139,0.139,PC
2816.01,2816,13.2864,494.985,3.948,-3.948,-0.029,0.029,FP
2817.01,2817,12.1234,331.16,3.5855,-3.5855,-0.045,0.045,PC
2818.01,2818,11.3944,312.674,2.249,-2.249,-0.043,0.043,CP
2819.01,2819,11.6805,655.523,13.9135,-13.9135,-0.053,0.053,APC
282.01,282,8.9387,139.611,0.428,-0.428,-0.043,0.043,CP
282.02,282,8.9387,139.611,0.428,-0.428,-0.043,0.043,FA
282.03,282,8.9387,139.611,0.428,-0.428,-0.043,0.043,CP
282.04,282,8.9387,139.611,0.428,-0.428,-0.043,0.043,CP
2820.01,2820,13.2795,374.417,2.2505,-2.2505,-0.031,0.031,PC
2821.01,2821,12.9152,907.894,13.153,-13.153,-0.027,0.027,PC
2822.01,2822,12.8504,898.797,12.2875,-12.2875,-0.026,0.026,PC
2823.01,2823,12.1195,1106.49,,,-2.9,2.9,PC
2824.01,2824,13.0931,732.634,9.1535,-9.1535,-0.028,0.028,PC
2825.01,2825,13.0215,747.884,9.6345,-9.6345,-0.03,0.03,PC
2826.01,2826,12.8565,936.741,35.0425,-35.0425,-0.071,0.071,PC
2827.01,2827,11.1865,382.261,10.968,-10.968,-0.101,0.101,PC
2828.01,2828,12.9858,844.26,25.901,-25.901,-0.077,0.077,FP
2829.01,2829,11.6079,721.776,14.023,-14.023,-0.047,0.047,FP
283.01,283,9.6768,82.7013,0.2112,-0.2112,-0.099,0.099,PC
2830.01,2830,11.8365,566.013,,,-4.7,4.7,APC
2831.01,2831,12.0778,1402.73,79.375,-79.375,-0.046,0.046,PC
2832.01,2832,12.9674,838.737,13.2515,-13.2515,-0.034,0.034,PC
2833.01,2833,13.0718,448.289,,,-2.946,2.946,PC
2833.02,2833,13.0718,448.289,,,-2.946,2.946,PC
2834.01,2834,11.288,317.232,2.935,-2.935,-0.038,0.038,PC
2835.01,2835,13.1057,404.202,2.6105,-2.6105,-0.03,0.03,FP
2836.01,2836,11.4675,388.876,4.164,-4.164,-0.044,0.044,PC
2837.01,2837,13.5012,,,,-3.117,3.117,APC
2838.01,2838,12.9,821.496,14.139,-14.139,-0.033,0.033,FP
2839.01,2839,12.9604,888.752,12.1415,-12.1415,-0.029,0.029,FP
284.01,284,9.2927,52.1472,0.0699,-0.0699,-0.067,0.067,FP
2840.01,2840,12.9159,609.523,9.1845,-9.1845,-0.042,0.042,PC
2841.01,2841,12.6313,1246.64,39.675,-39.675,-0.044,0.044,PC
2842.01,2842,12.0327,460.995,7.596,-7.596,-0.062,0.062,CP
2843.01,2843,13.4949,960.345,24.443,-24.443,-0.038,0.038,PC
2844.01,2844,11.5829,705.803,23.6795,-23.6795,-0.064,0.064,CP
2845.01,2845,13.2863,1558.37,118.55,-118.55,-0.064,0.064,FP
2846.01,2846,13.3693,1083.88,21.41,-21.41,-0.029,0.029,PC
2847.01,2847,12.2224,259.399,2.244,-2.244,-0.049,0.049,PC
2848.01,2848,11.422,573.391,,,-2.2,2.2,FP
2849.01,2849,13.2877,982.982,21.756,-21.756,-0.034,0.034,PC
285.01,285,12.1677,115.801,0.2095,-0.2095,-0.032,0.032,PC
2850.01,2850,10.7599,106.964,0.2425,-0.2425,-0.042,0.042,PC
2851.01,2851,13.0923,926.193,16.2915,-16.2915,-0.033,0.033,PC
2852.01,2852,13.3947,1232.83,25.415,-25.415,-0.032,0.032,PC
2853.01,2853,13.4546,808.212,13.8125,-13.8125,-0.033,0.033,PC
2854.01,2854,12.5461,1961.51,173.31,-173.31,-0.063,0.063,PC
2855.01,2855,12.7325,626.536,8.7385,-8.7385,-0.022,0.022,FP
2856.01,2856,12.6989,1238.08,26.065,-26.065,-0.027,0.027,FP
2857.01,2857,12.4644,802.97,16.0935,-16.0935,-0.042,0.042,APC
2858.01,2858,13.3606,,,,-2.116,2.116,PC
2859.01,2859,12.9395,1047.94,20.155,-20.155,-0.034,0.034,PC
286.01,286,9.1059,59.2293,0.07465,-0.07465,-0.04,0.04,CP
286.02,286,9.1059,59.2293,0.07465,-0.07465,-0.04,0.04,CP
2860.01,2860,13.4746,1267.82,,,-2.097,2.097,PC
2861.01,2861,13.0316,819.583,8.0015,-8.0015,-0.022,0.022,PC
2862.01,2862,13.0436,707.53,6.36,-6.36,-0.025,0.025,PC
2863.01,2863,12.7797,890.314,16.385,-16.385,-0.034,0.034,FP
2864.01,2864,12.818,748.5,,,-3.2,3.2,PC
2865.01,2865,12.685,598.315,5.5,-5.5,-0.026,0.026,PC
2866.01,2866,13.2495,456.797,4.4345,-4.4345,-0.033,0.033,PC
2867.01,2867,13.4861,1086.1,21.73,-21.73,-0.04,0.04,PC
2868.01,2868,12.9702,680.951,7.7395,-7.7395,-0.032,0.032,PC
2869.01,2869,12.9451,2887.19,645.795,-645.795,-0.1,0.1,PC
287.01,287,12.3611,486.856,17.7495,-17.7495,-0.092,0.092,PC
2870.01,2870,12.5266,423.114,,,-2.143,2.143,PC
2871.01,2871,13.0777,879.564,13.246,-13.246,-0.028,0.028,FP
2872.01,2872,12.8919,1142.16,20.515,-20.515,-0.027,0.027,FP
2873.01,2873,12.6587,269.192,,,-1.171,1.171,PC
2874.01,2874,11.3002,398.13,3.989,-3.989,-0.042,0.042,FP
2875.01,2875,12.5365,1833.11,181.87,-181.87,-0.066,0.066,PC
2876.01,2876,11.7038,225.744,1.5105,-1.5105,-0.046,0.046,PC
2877.01,2877,13.0814,805.159,13.462,-13.462,-0.023,0.023,PC
2878.01,2878,12.6063,474.693,16.6275,-16.6275,-0.11,0.11,FP
2879.01,2879,13.3181,602.935,,,-2.085,2.085,FP
288.01,288,8.97174,215.387,2.3205,-2.3205,-0.07,0.07,PC
2880.01,2880,13.2873,1251.5,26.74,-26.74,-0.035,0.035,PC
2881.01,2881,13.2222,1059.52,53.65,-53.65,-0.046,0.046,PC
2882.01,2882,13.1101,855.978,17.997,-17.997,-0.048,0.048,PC
2883.01,2883,12.3661,696.926,,,-2.127,2.127,PC
2884.01,2884,13.4518,1150.7,33.855,-33.855,-0.035,0.035,PC
2885.01,2885,11.7507,1301.56,58.995,-58.995,-0.048,0.048,PC
2886.01,2886,11.7858,413.673,6.706,-6.706,-0.052,0.052,PC
2887.01,2887,13.3009,781.709,11.117,-11.117,-0.029,0.029,PC
2888.01,2888,11.1893,1658.85,141.555,-141.555,-0.082,0.082,PC
2889.01,2889,12.973,937.591,,,-3.0,3.0,PC
289.01,289,11.4483,454.65,5.4435,-5.4435,-0.037,0.037,PC
2890.01,2890,12.6223,776.868,16.38,-16.38,-0.04,0.04,PC
2891.01,2891,11.7498,627.007,44.5875,-44.5875,-0.181,0.181,PC
2892.01,2892,13.3763,374.866,2.2025,-2.2025,-0.035,0.035,PC
2893.01,2893,13.296,518.198,4.9425,-4.9425,-0.038,0.038,PC
2894.01,2894,13.0815,617.411,10.0615,-10.0615,-0.041,0.041,PC
2895.01,2895,13.3064,1274.13,42.25,-42.25,-0.056,0.056,PC
2896.01,2896,12.8047,1362.17,24.81,-24.81,-0.023,0.023,PC
2897.01,2897,13.3406,583.358,5.567,-5.567,-0.037,0.037,PC
2898.01,2898,13.4268,1441.09,33.815,-33.815,-0.032,0.032,PC
2899.01,2899,13.0077,983.354,23.1875,-23.1875,-0.042,0.042,PC
290.01,290,12.9528,933.836,15.682,-15.682,-0.021,0.021,FP
2900.01,2900,13.4609,1036.78,,,-2.927,2.927,PC
2901.01,2901,11.9357,808.284,19.375,-19.375,-0.055,0.055,PC
2902.01,2902,12.7858,363.632,1.88,-1.88,-0.026,0.026,FP
2903.01,2903,12.7318,381.002,1.739,-1.739,-0.022,0.022,PC
2904.01,2904,12.5519,519.895,3.389,-3.389,-0.024,0.024,PC
2905.01,2905,12.41,804.13,,,-0.996,0.996,PC
2906.01,2906,12.7318,591.529,5.899,-5.899,-0.026,0.026,PC
2907.01,2907,12.3447,931.375,,,-1.178,1.178,PC
2908.01,2908,12.6467,554.906,5.5215,-5.5215,-0.028,0.028,PC
2909.01,2909,11.3289,,,,-2.105,2.105,PC
291.01,291,12.3035,551.16,13.313,-13.313,-0.056,0.056,FP
2910.01,2910,13.3395,842.929,,,-2.974,2.974,PC
2911.01,2911,13.381,,,,,,PC
2912.01,2912,11.3838,557.087,7.508,-7.508,-0.046,0.046,PC
2913.01,2913,13.3564,265.527,2.2425,-2.2425,-0.048,0.048,PC
2914.01,2914,13.21,1245.8,42.505,-42.505,-0.044,0.044,PC
2915.01,2915,12.5254,455.243,,,-1.237,1.237,PC
2916.01,2916,13.108,588.385,6.867,-6.867,-0.03,0.03,PC
2917.01,2917,13.0699,785.617,,,-3.005,3.005,PC
2918.01,2918,13.2889,632.543,7.6515,-7.6515,-0.031,0.031,PC
2919.01,2919,12.5917,332.108,1.757,-1.757,-0.028,0.028,PC
292.01,292,13.2806,295.784,1.894,-1.894,-0.029,0.029,PC
2920.01,2920,12.8212,728.811,32.598,-32.598,-0.101,0.101,PC
2921.01,2921,12.8854,706.87,7.765,-7.765,-0.027,0.027,PC
2922.01,2922,11.7768,366.67,3.458,-3.458,-0.04,0.04,PC
2923.01,2923,12.8521,668.938,5.933,-5.933,-0.026,0.026,PC
2924.01,2924,12.1466,552.876,8.533,-8.533,-0.043,0.043,PC
2925.01,2925,11.49,504.705,14.1235,-14.1235,-0.102,0.102,PC
2926.01,2926,13.1845,1301.83,34.325,-34.325,-0.032,0.032,PC
2927.01,2927,13.3754,890.006,15.2665,-15.2665,-0.029,0.029,PC
2928.01,2928,12.9639,754.398,10.253,-10.253,-0.027,0.027,PC
2929.01,2929,13.2135,464.854,3.821,-3.821,-0.028,0.028,PC
293.01,293,11.024,336.367,4.922,-4.922,-0.061,0.061,APC
2930.01,2930,11.6526,768.578,15.9945,-15.9945,-0.041,0.041,PC
2931.01,2931,12.1511,663.064,12.5775,-12.5775,-0.049,0.049,PC
2932.01,2932,12.6396,1052.16,19.465,-19.465,-0.033,0.033,PC
2933.01,2933,12.5246,762.471,13.8775,-13.8775,-0.041,0.041,FP
2934.01,2934,12.8016,466.664,3.52,-3.52,-0.027,0.027,PC
